Kernel,Machine&Compiler,DataType,Baseline tag,openSource,time phase,Matrix-all,Matrix,Time
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,mawi_201512020000,59.01540000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,com-Youtube_Communities_top5000,0.06790500000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,com-Youtube_Communities_top5000,0.006149400000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,soc-sign-epinions,0.01854700000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,soc-sign-epinions,0.1556152000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,europe_osm,0.8711012000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,europe_osm,1.974046000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,mycielskian11,0.01023520000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,mycielskian11,0.005565600000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,com-Youtube_Communities_all,0.06172080000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,com-Youtube_Communities_all,0.01843280000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,com-Youtube,0.03684500000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,com-Youtube,0.3055720000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,kmer_V2a,1.943033800
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,kmer_V2a,2.152040000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,mycielskian14,0.01327380000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,mycielskian14,0.02500440000
